COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,COUNTY NAME,STATE,Health_District,Lab_Report_Date,Number_of_PCR_Testing_Encounters,Number_of_Positive_PCR_Testing_Encounters,Total_Number_of_Testing_Encounters,Total_Number_of_Positive_Testing_Encounters
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/9/2020,197,25,197,25
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/10/2020,172,34,172,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/11/2020,179,31,179,31
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/12/2020,120,30,120,30
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/13/2020,138,16,138,16
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/14/2020,195,28,195,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/15/2020,196,27,196,27
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/16/2020,164,26,164,26
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/17/2020,256,50,256,50
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/18/2020,122,14,122,14
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/19/2020,121,24,122,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/20/2020,125,18,125,18
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/21/2020,154,15,154,15
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/22/2020,284,46,323,46
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/23/2020,232,28,304,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/24/2020,255,35,358,35
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/25/2020,167,32,231,32
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/26/2020,218,25,281,26
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/27/2020,168,24,283,25
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/28/2020,221,26,316,27
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/29/2020,470,31,575,31
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,4/30/2020,397,28,540,31
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/1/2020,322,34,463,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/2/2020,266,28,348,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/3/2020,235,20,256,20
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/4/2020,177,16,231,16
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/5/2020,275,35,359,36
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/6/2020,503,37,581,40
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/7/2020,472,25,521,27
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/8/2020,2020,325,2081,329
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/9/2020,362,61,408,64
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/10/2020,218,18,235,19
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/11/2020,174,23,179,23
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/12/2020,394,38,429,39
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/13/2020,403,48,456,50
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/14/2020,323,31,392,35
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/15/2020,414,46,459,51
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/16/2020,409,48,464,51
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/17/2020,265,23,270,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/18/2020,326,24,327,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/19/2020,368,38,407,38
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/20/2020,476,86,532,90
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/21/2020,393,45,447,47
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/22/2020,558,70,619,77
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/23/2020,362,45,419,48
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/24/2020,303,33,318,33
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/25/2020,248,30,251,30
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/26/2020,329,27,329,27
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/27/2020,333,33,365,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/28/2020,647,80,717,84
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/29/2020,549,42,600,42
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/30/2020,648,55,700,56
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,5/31/2020,357,23,367,23
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/1/2020,383,46,384,46
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/2/2020,432,48,454,49
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/3/2020,537,77,566,79
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/4/2020,588,56,639,58
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/5/2020,378,29,426,30
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/6/2020,362,44,394,44
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/7/2020,382,24,395,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/8/2020,340,23,341,23
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/9/2020,485,27,502,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/10/2020,590,35,643,36
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/11/2020,427,44,477,45
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/12/2020,383,28,441,29
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/13/2020,492,41,556,43
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/14/2020,405,32,418,32
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/15/2020,293,27,293,27
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/16/2020,690,36,712,36
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/17/2020,655,40,734,41
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/18/2020,476,26,517,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/19/2020,433,33,493,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/20/2020,956,38,1007,38
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/21/2020,363,14,373,14
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/22/2020,290,20,294,20
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/23/2020,543,23,561,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/24/2020,721,60,782,63
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/25/2020,681,32,721,32
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/26/2020,486,39,545,41
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/27/2020,409,22,465,25
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/28/2020,375,20,410,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/29/2020,361,16,376,16
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,6/30/2020,776,34,811,35
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/1/2020,668,26,745,26
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/2/2020,597,39,658,40
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/3/2020,575,33,612,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/4/2020,583,18,597,18
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/5/2020,465,23,476,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/6/2020,488,21,493,21
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/7/2020,534,24,544,25
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/8/2020,917,104,994,107
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/9/2020,719,40,781,42
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/10/2020,977,66,1044,68
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/11/2020,752,30,821,35
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/12/2020,768,31,772,31
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/13/2020,1032,82,1037,85
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/14/2020,886,31,948,37
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/15/2020,827,61,908,69
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/16/2020,511,46,567,48
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/17/2020,833,41,931,70
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/18/2020,514,40,556,45
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/19/2020,1285,190,1303,196
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/20/2020,922,43,926,45
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/21/2020,1024,39,1060,46
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/22/2020,1602,54,1663,58
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/23/2020,647,66,713,73
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/24/2020,761,64,815,72
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/25/2020,705,46,750,49
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/26/2020,555,40,567,41
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/27/2020,639,31,642,31
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/28/2020,835,51,852,51
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/29/2020,1319,70,1359,75
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/30/2020,515,29,531,30
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,7/31/2020,668,47,714,51
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/1/2020,797,47,830,52
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/2/2020,366,33,383,35
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/3/2020,900,55,907,62
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/4/2020,489,39,503,43
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/5/2020,873,44,907,52
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/6/2020,539,42,554,48
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/7/2020,911,102,940,108
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/8/2020,775,47,806,52
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/9/2020,501,47,533,52
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/10/2020,562,32,566,36
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/11/2020,559,25,580,26
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/12/2020,813,52,856,55
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/13/2020,822,60,864,66
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/14/2020,876,55,921,59
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/15/2020,604,47,632,52
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/16/2020,510,24,536,26
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/17/2020,620,37,634,45
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/18/2020,382,18,393,23
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/19/2020,602,37,630,40
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/20/2020,662,70,688,74
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/21/2020,828,48,864,52
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/22/2020,690,40,706,42
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/23/2020,494,86,518,92
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/24/2020,594,71,604,73
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/25/2020,670,63,687,68
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/26/2020,838,43,897,48
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/27/2020,767,55,904,62
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/28/2020,743,48,800,53
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/29/2020,738,45,775,50
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/30/2020,391,25,448,35
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,8/31/2020,593,57,653,68
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/1/2020,1349,59,1421,65
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/2/2020,704,48,761,53
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/3/2020,708,38,773,46
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/4/2020,811,35,855,41
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/5/2020,746,32,781,37
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/6/2020,465,36,506,48
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/7/2020,408,24,440,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/8/2020,647,32,689,36
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/9/2020,612,46,681,54
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/10/2020,638,26,681,28
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/11/2020,677,28,729,39
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/12/2020,590,70,629,74
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/13/2020,582,44,609,45
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/14/2020,609,54,651,54
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/15/2020,744,43,782,43
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/16/2020,1397,30,1441,32
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/17/2020,1612,58,1658,63
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/18/2020,1620,48,1667,60
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/19/2020,662,28,700,32
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/20/2020,1397,27,1422,29
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/21/2020,910,48,957,48
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/22/2020,670,29,713,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/23/2020,991,36,1035,39
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/24/2020,1022,28,1061,30
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/25/2020,1108,28,1145,34
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/26/2020,772,27,805,29
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/27/2020,569,14,599,17
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/28/2020,588,22,619,22
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/29/2020,504,23,531,25
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,9/30/2020,978,39,1027,40
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,10/1/2020,985,46,1023,50
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,10/2/2020,666,20,717,24
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,10/3/2020,286,8,295,8
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,10/4/2020,434,16,437,16
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,10/5/2020,359,21,359,21
51081,0.013999999999999999,0.002,0.145,0.158,0.6809999999999999,Henrico,VA,Henrico,Not Reported,787,356,1105,377
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/4/2020,1,0,1,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/9/2020,1,0,1,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/11/2020,2,0,2,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/12/2020,3,0,3,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/14/2020,3,0,3,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/16/2020,17,1,17,1
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/17/2020,4,1,4,1
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/18/2020,9,0,9,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/19/2020,11,3,11,3
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/20/2020,19,0,19,0
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/21/2020,20,2,20,2
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/22/2020,7,1,7,1
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/23/2020,24,1,24,1
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/24/2020,42,4,42,4
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/25/2020,61,4,61,4
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/26/2020,43,5,43,5
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/27/2020,84,22,84,22
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/28/2020,61,3,61,3
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/29/2020,70,7,70,7
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/30/2020,64,10,64,10
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,3/31/2020,74,7,74,7
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/1/2020,95,12,95,12
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/2/2020,112,14,112,14
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/3/2020,140,19,140,19
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/4/2020,45,8,45,8
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/5/2020,123,16,123,16
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/6/2020,96,16,96,16
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/7/2020,83,14,83,14
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/8/2020,71,18,71,18
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/9/2020,206,36,206,36
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/10/2020,131,21,131,21
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/11/2020,115,20,115,20
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/12/2020,91,20,91,20
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/13/2020,141,14,141,14
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/14/2020,133,18,133,18
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/15/2020,194,32,194,32
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/16/2020,173,31,173,31
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/17/2020,227,38,227,38
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/18/2020,115,14,115,14
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/19/2020,130,24,131,24
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/20/2020,154,20,154,20
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/21/2020,138,18,140,18
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/22/2020,258,25,273,26
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/23/2020,200,31,231,32
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/24/2020,294,45,338,45
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/25/2020,200,18,225,19
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/26/2020,186,22,194,22
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/27/2020,235,16,280,16
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/28/2020,244,32,279,33
51035,0.064,0.073,0.084,0.285,0.496,Chesterfield,VA,Chesterfield,4/29/2020,386,43,486,47
